customer_id,customer_name,customer_type,industry_code,credit_limit,payment_terms,customer_since,status,billing_address,shipping_address,contact_email,contact_phone,account_manager,created_at,updated_at,_loaded_at
747,Wright-Vang,Individual,F&B,340684.4619236814,Net 15,2025-01-12,ACTIVE,"Apt. 783 4 Schmidt Follow
North Jeremy, TAS, 2903","Level 7 793 Crystal Tarn
Mayohaven, SA, 5542",markhardin@example.net,02-1884-4014,Robert Bowers,2024-10-22 00:14:04.579506,2025-05-08 18:27:07.898708,2025-09-20 07:51:56.322982
748,Boyd and Sons,Enterprise,MFG,222586.5677012871,Net 30,2024-12-03,ACTIVE,"Level 0 49 Timothy Quadrant
North Jaimemouth, QLD, 2984","Suite 933 98 Donald Gates
St. Glennhaven, NSW, 0859",millerjoy@example.net,+61.2.8231.9617,Eric Beltran,2025-06-05 09:25:51.437605,2025-03-19 14:04:48.156020,2025-09-20 16:04:09.486240
749,Mayer-Moore,SME,F&B,119318.96679098396,Net 15,2024-10-05,ACTIVE,"78 Reese Promenade
Stacyview, ACT, 9895","Flat 80 8 Carol Ridgeway
New Andrewborough, QLD, 2992",martinscott@example.com,+61-425-882-844,Brendan Murphy,2025-06-08 14:17:19.921877,2025-05-13 17:34:42.628885,2025-09-20 00:30:03.019091
750,"Meyer, King and Little",SME,MFG,239808.29933578847,COD,2024-12-14,ACTIVE,"207 Graham Track
Ericton, NSW, 2972","45 Jacob Intersection
Derekfort, QLD, 2627",andrademelissa@example.net,08-1804-5591,Jonathan Arnold,2023-02-25 08:27:55.795708,2025-08-21 03:48:32.166169,2025-09-20 03:52:35.516271
751,"Robinson, Rodriguez and Chen",Enterprise,MFG,238220.13376627726,Net 15,2025-05-19,ACTIVE,"999 James Edge
West Reneestad, VIC, 2964","155 Dustin Block
Port Christineshire, QLD, 2659",colewesley@example.com,07-1217-4475,Timothy Rodriguez,2023-10-23 12:03:34.294119,2025-08-10 15:49:25.849106,2025-09-20 10:35:24.133845
752,Richards-Foster,Enterprise,F&B,158536.535540027,Net 15,2023-03-22,ACTIVE,"799 Linda Foreshore
West Feliciaborough, NT, 2012","116/16 Amy Crossroad
Marthamouth, NSW, 2683",david67@example.com,+61-3-6518-3704,Eric Potter,2024-04-16 03:17:04.408120,2025-08-11 13:04:13.094435,2025-09-20 08:54:07.813931
753,"Logan, Alvarez and Carlson",Individual,MFG,282501.0746882471,Net 15,2025-08-16,ACTIVE,"850 Kelly Deviation
West Hollyfurt, NT, 2248","Apt. 575 966 Knox Place
East Williamborough, NT, 1723",brownmolly@example.org,+61.2.2371.2506,Melissa Matthews,2024-04-17 06:28:27.530402,2025-06-26 06:06:33.224997,2025-09-20 17:44:16.165308
754,Porter Ltd,Enterprise,HEALTH,31358.70783145439,Net 15,2022-12-27,ACTIVE,"3 Regina Highroad
Alyssamouth, QLD, 8577","4 Rivera Junction
Port Sharonchester, TAS, 2367",charlene65@example.com,0421 203 581,Jessica Benson,2022-11-16 09:42:04.862029,2024-11-09 05:16:20.275711,2025-09-20 15:58:17.608105
755,"Brown, Kelly and Moore",Individual,RETAIL,343386.2256364005,Net 15,2025-07-06,ACTIVE,"8 Joseph Trail
Daniellemouth, QLD, 8151","999/966 Sullivan Upper
West James, SA, 2939",whitejonathan@example.com,0895196245,Melissa Henderson,2025-06-05 03:05:00.735936,2025-03-29 19:08:20.451928,2025-09-20 06:55:45.285511
756,Hall-Holden,SME,RETAIL,38462.53740243439,Prepaid,2023-01-15,ACTIVE,"Suite 382 42 Parrish Chase
Jackstad, TAS, 2906","37 Joann Dell
Terriport, NSW, 0226",laura79@example.net,07 0558 9723,Wendy Madden,2023-03-04 17:21:21.160910,2025-04-25 18:21:37.576095,2025-09-20 02:43:29.106192
757,Quinn-Smith,Enterprise,RETAIL,136894.38971877887,Net 15,2024-12-27,ACTIVE,"903/819 Luna Route
Meganview, WA, 2981","77 Erickson Footway
West Dustin, NT, 2932",christopher61@example.com,(02)99885522,Gregory Foley,2024-02-10 16:21:35.705819,2025-03-06 11:35:00.545094,2025-09-19 19:42:44.992933
758,Roach-Washington,SME,TECH,260072.06846477409,Net 15,2024-11-21,ACTIVE,"4 Richards Circus
Jillianhaven, NT, 2746","Unit 81 9 Sabrina Fire Track
Harrismouth, TAS, 2502",wallercarl@example.net,+61 429 770 259,Christopher Jensen,2022-12-26 00:48:46.018934,2025-04-19 05:50:48.259171,2025-09-20 05:16:35.653455
759,"Henry, Knight and Stephens",Individual,HEALTH,72989.65071680809,Prepaid,2023-08-09,ACTIVE,"507 Larson Intersection
Kristenborough, TAS, 2958","8 Smith Underpass
South Gary, NSW, 2045",anthony90@example.com,0445-855-422,Tiffany Baker,2023-04-11 11:26:23.717241,2025-05-03 13:06:11.592084,2025-09-20 04:01:12.195712
760,"Rocha, Spencer and Jones",SME,F&B,161081.95126505382,COD,2024-02-15,ACTIVE,"2 Sean Way
Kevinmouth, WA, 2920","Flat 35 6 Traci Towers
Wendyland, WA, 2391",sarah44@example.net,5487-2912,Stephanie Kim,2024-08-26 03:04:18.709516,2024-12-21 03:05:46.508249,2025-09-20 00:48:21.870250
761,Weaver-Gibson,Enterprise,MFG,319527.2982991691,Prepaid,2023-08-10,ACTIVE,"Suite 541 387 Melissa Underpass
St. Caitlyn, ACT, 2070","547 Jacqueline Firetrail
South Sharon, NT, 2944",vjackson@example.com,+61 489 673 353,Anthony Ortiz,2024-10-07 06:47:05.768211,2024-12-07 08:49:09.028656,2025-09-20 10:26:15.986120
762,"Lopez, Smith and Vincent",Enterprise,TECH,6271.16946509261,Prepaid,2024-03-27,ACTIVE,"948/96 Mosley Trailer
Port Ronaldborough, TAS, 0271","89/206 Ashley Sound
Matthewside, ACT, 2658",mariafisher@example.org,+61.2.6323.0017,James Murphy,2025-04-30 01:08:28.866249,2025-04-16 19:59:17.992889,2025-09-20 17:22:22.498519
763,"Brown, Coffey and Fuentes",Individual,AUTO,381157.7137834192,Prepaid,2023-06-08,ACTIVE,"935/276 Baker Turn
Port Kevinberg, NT, 2920","1/8 Berry Tarn
East Ronaldburgh, TAS, 2929",zvelasquez@example.net,9557.6329,Renee Rowe,2025-06-02 18:43:14.164260,2025-03-29 08:07:36.901876,2025-09-20 05:50:55.824203
764,"Moore, Campbell and Ortiz",Enterprise,HEALTH,167472.67723746394,Net 30,2024-10-07,ACTIVE,"53/451 Joshua Port
North Matthewstad, TAS, 9345","53 Morgan Deviation
Port Daniel, QLD, 0274",lauracherry@example.net,(02)66215674,Catherine Wilson,2023-03-21 13:12:00.540444,2025-03-19 09:11:26.231833,2025-09-20 07:29:20.500031
765,"Jones, Conley and Anderson",Enterprise,F&B,116537.14842025864,Prepaid,2023-01-03,ACTIVE,"621/83 Nathan Stairs
Lyonschester, VIC, 3089","16 Lucas Estate
St. Evelyn, WA, 2696",ellisrichard@example.net,0463-747-030,Joanne Griffin,2024-07-16 02:05:11.662783,2024-11-10 22:00:53.960170,2025-09-20 10:43:12.955907
766,Lee-Johnson,SME,AUTO,141062.6842807753,Net 30,2023-04-29,ACTIVE,"91 Wesley Vista
New Jamesfort, NSW, 2975","747 Robert View
Sylvialand, NT, 2578",stucker@example.org,08.6386.0268,Melissa Turner,2023-10-25 09:36:13.064976,2025-03-23 04:24:17.793025,2025-09-20 14:33:01.007010
767,Fox-Miles,Individual,MFG,170659.28881376458,Net 30,2023-11-19,ACTIVE,"Suite 197 3 Peter Lees
South Monicachester, ACT, 8988","6 Taylor Roadside
Griffinberg, ACT, 2818",dawn20@example.org,+61.2.7584.0531,Adriana Collins,2023-05-09 04:16:59.454216,2024-09-23 18:19:33.910747,2025-09-20 12:03:38.673154
768,"Robbins, Smith and Mccall",SME,RETAIL,186390.12788636074,Net 15,2023-10-26,ACTIVE,"055 Carla Centre
Lake Maureenburgh, ACT, 2646","3 Christina Circlet
Onealside, WA, 2948",monroekatie@example.com,0486-585-228,Mary Miller,2023-02-09 19:00:10.551347,2025-03-02 22:38:24.383695,2025-09-20 10:59:07.820167
769,Mcdonald Ltd,SME,RETAIL,55943.697965669475,Net 15,2025-07-03,ACTIVE,"933 Shelby Mount
St. Briana, NT, 1388","4/192 Cooper Close
Villegasmouth, ACT, 2761",wsmith@example.net,0476 172 746,Benjamin Collins,2024-07-11 17:07:34.956881,2024-10-12 19:41:55.269553,2025-09-20 09:52:05.891546
770,Short-Bauer,Enterprise,MFG,166815.56685838196,Prepaid,2024-05-23,ACTIVE,"1 Allison Freeway
Stonechester, WA, 2606","38 Williams Ronde
Martinezfurt, WA, 2954",garciadavid@example.com,0341-0588,Gary Bright,2024-09-03 05:46:10.639340,2025-03-09 18:42:43.075972,2025-09-20 05:15:14.632660
771,"Williams, Jones and Torres",Individual,HEALTH,316165.105388262,Prepaid,2024-07-27,ACTIVE,"Suite 083 81 Kelly Vale
Grahamfort, SA, 2636","90/4 Jonathan Interchange
Lake Philipchester, ACT, 2678",flynnsamuel@example.org,08-0351-7199,Charles Watson,2023-12-22 22:56:14.073695,2025-01-25 16:54:09.010693,2025-09-19 23:14:08.596725
772,Garcia and Sons,Individual,AUTO,313362.71824102994,Net 30,2025-08-07,ACTIVE,"Apt. 478 279 Russell Parade
Aprilside, WA, 2614","Suite 882 132 Tucker Driveway
Jamesstad, TAS, 0891",cwalker@example.net,(08) 4500 9706,Robert Taylor,2024-01-29 10:48:41.009035,2025-03-04 10:15:31.831556,2025-09-20 04:57:42.782266
773,"Sandoval, Hudson and Meza",Enterprise,AUTO,190133.81115154902,Prepaid,2023-04-15,ACTIVE,"68 Alvarado Gate
Patrickborough, TAS, 2691","38/86 Donald Track
Jeremychester, QLD, 0262",dmoss@example.org,(07) 0712 5346,Alyssa Reyes,2025-05-26 01:03:58.415374,2025-01-25 13:39:02.527122,2025-09-20 04:29:13.265841
774,"Garcia, Fowler and Howard",Individual,F&B,341537.49325731926,Net 30,2024-05-23,ACTIVE,"64/2 Christina Alleyway
Port Laura, ACT, 9964","716 Callahan Siding
Candicemouth, TAS, 2669",victoriastevens@example.com,15552402,Robert Grimes,2023-02-14 03:50:03.691731,2024-12-10 01:19:45.678474,2025-09-20 07:01:01.662618
775,Jackson and Sons,Individual,RETAIL,48288.92071724735,Net 15,2024-09-18,ACTIVE,"81/822 John Walkway
New Patrick, WA, 2622","Apt. 698 5 Catherine Reach
Youngton, WA, 2638",mjackson@example.net,+61.3.0158.1130,Christian Fox,2025-02-01 19:17:21.233404,2024-10-18 08:42:45.903486,2025-09-20 01:16:11.815496
776,"Moore, Murillo and Ramos",Enterprise,F&B,161390.45920680466,Prepaid,2024-03-26,ACTIVE,"33 Mann Way
Brianfurt, NSW, 2678","Level 1 93 Gaines Byway
Pennyville, SA, 2641",michaelmckee@example.org,0439 531 169,Ebony Mitchell,2024-03-07 13:19:54.957964,2025-02-20 06:52:45.311215,2025-09-20 16:07:46.090383
777,Kirk-Gutierrez,SME,RETAIL,44185.66710777773,COD,2023-08-31,ACTIVE,"Level 8 78 Brett Flat
Markfurt, TAS, 2616","Level 0 6 Kirby Court
Reneeside, TAS, 2920",murraycrystal@example.com,(02).5223.4508,Kelly Mercado,2022-12-06 01:33:58.938991,2025-05-09 14:43:02.383896,2025-09-19 22:40:11.952604
778,Franklin-Hart,Enterprise,MFG,84374.49617013377,COD,2025-03-13,ACTIVE,"80/551 Sabrina Siding
Pearsonview, SA, 7436","05 Julie Thoroughfare
Fieldsmouth, ACT, 2665",michelecooper@example.net,0460.713.766,Tyler Jones,2025-01-14 20:13:05.318865,2025-06-01 03:21:39.485319,2025-09-20 00:29:57.491776
779,"King, Nixon and West",SME,HEALTH,264561.10318751197,Net 30,2025-01-06,ACTIVE,"05 Rodriguez Nook
Jamesview, SA, 2650","63/779 Flores Steps
North Randallstad, NSW, 0840",masseyjames@example.com,+61.2.8060.6050,Reginald Johnson,2022-10-04 18:17:19.938076,2025-06-22 06:39:40.374858,2025-09-20 16:55:35.210989
780,Larson-Holmes,SME,AUTO,231194.69154180025,Net 15,2024-11-24,ACTIVE,"Suite 186 47 Michelle Corner
South Markshire, NSW, 5850","461 Barber Footway
East Victorhaven, NT, 5220",leediana@example.com,+61-7-0511-8328,Nicholas Hall,2024-05-15 12:08:05.484800,2024-11-04 07:20:53.252446,2025-09-20 00:17:17.084261
781,Joyce-Lewis,Enterprise,F&B,30315.76892740266,Net 30,2023-08-16,ACTIVE,"133/85 Amy Rue
Vanessaburgh, NT, 5876","Flat 39 029 Williams Underpass
New Scottmouth, NT, 0890",mandyknapp@example.org,(02) 1440 7904,Joshua Williams,2022-11-10 04:26:34.982109,2025-03-06 17:18:59.172009,2025-09-20 18:21:43.832271
782,"Short, Ellison and Dixon",Enterprise,F&B,165694.4697643846,Net 15,2025-01-12,ACTIVE,"790 Anderson Dip
North Richardhaven, NSW, 2920","237/3 Johnny Point
Timothyport, TAS, 2988",powersvanessa@example.net,03.5317.3246,Mark Anderson,2023-10-26 09:06:53.945354,2025-02-23 15:36:33.038130,2025-09-20 17:00:53.593461
783,Johnson LLC,Individual,HEALTH,27488.150853014937,Prepaid,2024-06-07,ACTIVE,"22 Allison Highway
Mcculloughport, VIC, 2979","Suite 633 388 Wilkerson Meander
Carlton, QLD, 2928",jasonlucas@example.org,55224113,Tina Taylor,2025-06-11 14:12:55.760537,2025-01-12 03:35:00.793054,2025-09-20 18:11:02.841667
784,"Wright, Scott and Evans",Individual,HEALTH,314024.1351829994,Net 30,2023-07-07,ACTIVE,"Suite 702 99 Davis Circuit
Jasonhaven, QLD, 2140","2 Davis Beach
Port Laurafurt, SA, 2790",williamsmark@example.net,(02) 4812 6892,Brian Martinez,2024-04-03 20:07:43.896953,2024-09-25 15:55:32.269853,2025-09-20 02:08:01.319429
785,Navarro Ltd,Individual,RETAIL,158847.8723799682,Prepaid,2024-06-04,ACTIVE,"130/10 Penny Corner
Port Andreamouth, SA, 2953","Unit 41 73 Justin Tarn
North Susan, WA, 2619",bradleygreer@example.net,+61 7 8352 7383,Wesley Bishop,2023-02-10 20:56:21.774886,2025-09-17 03:38:52.127244,2025-09-20 02:18:14.830599
786,Petersen-Norris,Individual,RETAIL,336927.35324501444,COD,2024-03-01,ACTIVE,"73 Bradley Expressway
West Scottbury, NSW, 2656","8 Christopher Lees
Port Elizabethshire, NT, 2681",truiz@example.org,+61-496-885-606,Hannah Shaw,2024-02-27 21:20:23.684937,2025-06-17 01:27:03.235775,2025-09-19 20:28:00.946070
787,"May, Johnson and Stokes",Individual,MFG,366410.84926209203,COD,2025-06-10,ACTIVE,"602/361 Faulkner Gully
Port Kathrynview, WA, 2945","Flat 10 0 Sara Esplanade
Port Wendy, WA, 1257",xdavis@example.net,+61 445 684 709,Doris Silva,2024-10-04 08:47:04.147085,2025-04-13 02:40:21.280735,2025-09-20 05:52:37.076934
788,Bailey-Montoya,Enterprise,F&B,128767.31290377592,COD,2025-01-22,ACTIVE,"72 Emily Loop
Burgessberg, WA, 2941","64 Hopkins Bridge
Lake Kelly, WA, 2658",jeffrey11@example.com,02.9579.9659,James Chen,2024-04-04 17:32:54.770813,2024-11-01 19:38:05.235617,2025-09-20 12:20:22.180397
789,Adkins PLC,Individual,HEALTH,87253.74558747011,COD,2025-04-28,ACTIVE,"68 Williams Riverway
Lake Stevenland, NSW, 2651","9 Martin Anchorage
South Wayne, SA, 0820",gphillips@example.org,23944949,Jaime Wyatt,2024-07-01 12:31:37.087253,2024-09-30 00:28:21.350413,2025-09-20 17:49:17.764396
790,"Reyes, Torres and Williams",Individual,RETAIL,322878.9579103898,Net 15,2024-08-14,ACTIVE,"9/235 Autumn End
North Crystal, TAS, 2884","59 Jose Alleyway
North Dianastad, WA, 2628",melissa28@example.com,02.7845.7844,Ann Walker,2023-05-24 07:41:31.165106,2024-12-06 08:30:12.610772,2025-09-20 02:04:13.366610
791,"Wolfe, Hernandez and Nunez",SME,MFG,59279.45095103228,COD,2023-03-02,ACTIVE,"57 Peggy Riverway
Jacobville, QLD, 2124","5 Barbara Siding
North Patrickfort, QLD, 2683",james18@example.com,+61 402 307 714,Lauren Coleman,2022-11-29 10:31:39.039512,2024-09-28 02:35:48.801616,2025-09-20 12:16:20.526417
792,"Johnston, Davis and Reynolds",Enterprise,MFG,9089.297297227307,COD,2025-08-19,ACTIVE,"Level 6 8 Fuller Tarn
Jocelynshire, ACT, 2630","53/80 Heather River
Myersshire, NT, 2698",johnroberts@example.org,+61-465-028-601,Benjamin Dixon,2024-04-06 07:14:15.202380,2025-08-01 21:41:04.129395,2025-09-20 16:58:37.459295
793,Miller-Duncan,Enterprise,MFG,359267.2254696414,Prepaid,2023-03-01,ACTIVE,"1 Mckinney Rest
Lake Coreybury, QLD, 2926","201/154 Ayala Retreat
Travisberg, ACT, 2614",cooperlori@example.net,8376.9108,Terry Noble,2023-09-22 10:18:18.369197,2025-05-16 06:28:16.148085,2025-09-20 05:49:31.425315
794,Ross Group,Enterprise,F&B,44178.00221603299,Net 30,2023-12-01,ACTIVE,"633 Leslie Towers
Hollyborough, WA, 2209","Flat 87 322 Jennifer Parklands
Murphyton, NT, 2964",hking@example.com,8981.3780,Kevin Young,2024-02-18 20:03:41.922446,2024-11-04 02:36:14.271694,2025-09-19 20:26:27.042956
795,Castillo and Sons,Enterprise,HEALTH,378385.8597719621,Net 30,2023-02-09,ACTIVE,"43 Hickman Avenue
East Kristie, ACT, 2870","320 Rodriguez Boulevard
St. David, NSW, 2229",grayjames@example.net,10470844,Carla Martin,2025-03-10 06:11:08.139751,2025-04-26 02:39:29.132382,2025-09-20 17:54:01.835762
796,Hoffman Ltd,Enterprise,MFG,121994.34589181058,Net 15,2024-09-03,ACTIVE,"92 Michelle Rue
Davisside, TAS, 2988","5 Murphy Interchange
West Ryanmouth, ACT, 2279",jenniferclark@example.org,(07) 5325 6721,Barbara Jones,2025-07-05 22:49:22.106889,2025-06-13 21:46:01.790258,2025-09-19 20:49:24.120667
797,Frank-Morris,Individual,RETAIL,41232.75571018931,COD,2023-06-12,ACTIVE,"97/05 Tristan Upper
South Anthony, NSW, 2255","022 Garcia Line
Kimside, NT, 2619",codychang@example.net,9511.0945,Sarah Miller,2023-05-03 22:59:47.029756,2025-05-23 14:52:33.733768,2025-09-20 13:32:23.250825
798,"Gutierrez, Diaz and Lee",Enterprise,TECH,89858.06244967769,COD,2022-12-27,ACTIVE,"Unit 31 93 Roberts Port
New Jenniferton, VIC, 2964","Level 6 133 Diaz Trail
Annastad, VIC, 2966",owenscody@example.org,+61.426.582.165,William Webb,2022-11-18 06:20:02.808854,2025-03-01 08:46:20.139687,2025-09-20 01:53:39.014965
799,Jackson-Bailey,Enterprise,TECH,377931.9322397179,Net 30,2024-09-07,ACTIVE,"5 Sarah Key
Smithfort, VIC, 2970","2 Kirk Avenue
Nancyland, SA, 2920",deckermadison@example.com,(02)46200088,Melissa Soto,2023-10-10 22:11:07.631537,2025-01-22 05:57:43.836181,2025-09-20 17:33:43.108070
800,"Thomas, Williams and Meyers",Enterprise,RETAIL,237221.39046998674,COD,2025-02-15,ACTIVE,"Suite 078 5 Thomas Trailer
St. Daniel, NT, 0202","63 Hodges Towers
Lake Susan, SA, 3586",tracy12@example.com,0487-641-437,Alexa Savage,2024-05-04 20:19:40.374017,2025-05-05 21:32:00.082407,2025-09-20 10:16:19.476493
801,"Farrell, Rodriguez and Brown",SME,HEALTH,368632.33243847545,COD,2023-11-03,ACTIVE,"868 Jodi Arcade
Port Mary, NSW, 6490","69/57 Sharp Grange
Port Michelleton, VIC, 2909",whiteamy@example.org,+61.3.2285.5693,Melissa Tate,2025-06-14 14:47:49.083368,2025-01-06 22:41:52.943575,2025-09-20 02:15:04.875001
802,Smith-Benson,Enterprise,AUTO,176925.45634434748,Prepaid,2025-07-01,ACTIVE,"Apt. 032 62 Melvin Strand
Marshallfort, WA, 2214","115/0 Jensen Ground
Gordontown, SA, 2646",kellybond@example.org,4935.4881,Teresa Gay,2025-09-09 22:51:08.190336,2025-09-03 08:25:47.816132,2025-09-20 10:03:08.048475
803,Rivera Ltd,SME,AUTO,393035.9491085492,COD,2024-01-26,ACTIVE,"6 Nicole Chase
Lake Ronaldfurt, SA, 2600","9/08 Kristen Garden
Russelltown, VIC, 2688",eandrews@example.net,7327-6199,Scott Cantu,2023-12-08 00:34:04.092119,2025-08-13 14:19:25.480819,2025-09-20 03:32:48.066787
804,"Christensen, Dunn and Dean",Individual,TECH,165870.75437256348,Prepaid,2023-05-01,ACTIVE,"Unit 59 69 Veronica Cross
North Michael, NSW, 2675","Apt. 416 750 Anthony Round
West Matthew, NSW, 2653",joseph55@example.com,3777-3110,Matthew Edwards,2024-02-02 07:08:23.511232,2025-04-12 13:59:02.128301,2025-09-19 23:26:33.541222
805,"Smith, Aguilar and Alvarado",SME,RETAIL,93528.54204772854,Net 30,2024-10-20,ACTIVE,"9 Robles Turn
Lake Brady, WA, 2961","4 Graves Laneway
St. Nicholas, TAS, 2548",ldoyle@example.net,07-3759-3358,Glenn Leon,2022-10-04 10:01:30.349666,2025-04-11 17:46:45.220986,2025-09-20 18:46:28.116052
806,Gonzalez-Horton,Enterprise,RETAIL,116991.49475586622,Net 15,2023-03-25,ACTIVE,"Level 8 73 Weaver Ride
East Tracy, WA, 2787","1/12 Hill View
Lake Jeffrey, QLD, 2958",mhernandez@example.com,(02).5149.4007,Michael Conway,2023-04-15 13:55:34.806526,2025-01-21 00:06:01.021527,2025-09-20 01:00:32.992073
807,Jones Ltd,Enterprise,MFG,380134.33220624196,Net 30,2024-02-11,ACTIVE,"9/599 Pena Gate
South Nathan, WA, 2619","95 Sherry Wade
Douglasside, WA, 2941",gwhitaker@example.com,(08) 7239 7988,Ryan Jones,2024-02-29 20:45:24.790375,2024-09-24 11:16:55.451598,2025-09-20 15:20:33.792847
808,"Ward, Rodriguez and Carter",SME,RETAIL,330997.8087951801,Prepaid,2025-04-10,ACTIVE,"Suite 019 064 Bowman Colonnade
Port Lisa, NSW, 5196","0 Amy Port
Karenmouth, QLD, 2311",bradybradley@example.com,1882.1076,Kyle Chang,2024-08-10 19:33:23.016127,2025-07-10 16:43:01.622710,2025-09-20 11:19:20.986274
809,Romero-Mckinney,Enterprise,RETAIL,293980.5301919438,Prepaid,2023-11-17,ACTIVE,"30 Courtney Expressway
Hawkinston, TAS, 2998","Unit 36 989 Sarah Boulevard
Elizabethport, TAS, 7619",hannah74@example.org,+61.405.955.870,Jimmy Boyd,2023-04-17 01:04:42.399339,2024-11-18 21:54:59.706032,2025-09-20 10:13:29.723044
810,"Schmidt, Lopez and Mason",SME,TECH,24448.950158671236,Net 15,2024-03-04,ACTIVE,"335/26 Brian Roadway
Kimberlyfort, SA, 2918","Apt. 059 58 Jose Street
Michaelview, NT, 2404",wpeterson@example.net,(03) 5377 6967,Christina Smith,2024-06-01 20:56:28.915482,2025-08-21 09:14:30.017043,2025-09-20 16:44:57.092874
811,Williams PLC,SME,TECH,280493.1970310843,COD,2025-07-01,ACTIVE,"826 Kelly Key
St. Jerryburgh, NT, 2629","8 Cervantes Quadrant
Port Luke, ACT, 2908",jaredsmith@example.org,0354966070,Steven Baker,2023-12-08 16:54:46.690778,2025-04-17 22:44:59.821305,2025-09-20 07:49:32.701444
812,"Moore, Reed and Bell",Enterprise,AUTO,155473.39193641878,Net 15,2024-03-09,ACTIVE,"78 Rogers Alleyway
New Gina, WA, 2970","50 Collins Grove
North Audreymouth, TAS, 2617",kellythompson@example.org,08-3723-8057,Joanne Whitaker MD,2024-02-24 02:52:18.899030,2024-09-30 10:20:23.684649,2025-09-20 12:52:22.692344
813,"Hill, Brown and Scott",Individual,TECH,65781.64973565182,Prepaid,2023-06-05,ACTIVE,"7/7 Stephen Dip
West Elizabethborough, SA, 2943","06/694 Jason Junction
West Lisaview, QLD, 2989",ydavis@example.com,21662966,Shawn Richards,2023-02-23 04:43:40.569343,2025-08-01 17:18:14.795912,2025-09-19 20:36:11.231448
814,Raymond LLC,Enterprise,HEALTH,64967.81207526544,COD,2025-09-19,ACTIVE,"1 Hannah Point
Anthonyshire, NT, 2902","827/06 Olivia Meander
Lake Paulview, ACT, 2600",vanessabates@example.org,0427 342 890,Paul Patel,2025-03-18 20:52:58.115744,2025-04-11 08:41:47.705729,2025-09-20 14:42:24.199896
815,Sandoval-Miller,Enterprise,F&B,106925.11340798996,Net 15,2023-09-29,ACTIVE,"Apt. 369 5 Schneider Meander
New James, NSW, 0286","10/235 Diane Arcade
Michaelshire, VIC, 6157",sabrina99@example.net,+61-442-685-446,Amy Strickland,2023-05-01 09:10:53.353492,2024-09-26 18:29:11.797880,2025-09-19 22:27:07.423343
816,"Salas, Parks and Butler",Enterprise,RETAIL,387424.9322733857,Net 30,2025-08-07,ACTIVE,"8 Nguyen Lookout
Jeremyshire, SA, 2810","Level 3 5 Gonzalez Place
Ashleyhaven, SA, 6138",ksims@example.org,6889 5899,Linda Sims,2024-01-19 20:38:12.900633,2025-05-17 03:22:43.919505,2025-09-20 14:56:11.872385
817,Browning-Murphy,SME,AUTO,161386.2632712207,COD,2023-12-31,ACTIVE,"27 Green Dale
Joshuashire, NT, 2619","Apt. 188 113 Laura Rotary
Natalieburgh, QLD, 2661",jonesdennis@example.net,0319133044,Paul Hernandez,2023-02-02 07:21:41.410568,2025-04-12 04:14:55.640721,2025-09-20 07:27:53.582667
818,Carpenter Ltd,Individual,TECH,64361.60605970887,COD,2023-05-04,ACTIVE,"1 Carr Row
South Susanshire, QLD, 2977","417 Elizabeth Vista
West Tracyfort, VIC, 2693",scottkirk@example.net,02 7953 4856,Bobby Bennett,2025-07-14 17:37:03.529505,2025-04-22 15:11:30.715725,2025-09-20 11:37:03.334622
819,Barker-Roach,Enterprise,MFG,177234.9125201286,COD,2025-04-22,ACTIVE,"4 Craig Green
Johnsonborough, SA, 2905","1 Emily Crossroad
North Maria, NT, 2650",jessicafisher@example.com,(07) 0446 2404,Tara Miller,2025-06-30 18:07:12.848416,2025-02-16 11:05:59.642020,2025-09-20 14:05:34.600129
820,Douglas PLC,Enterprise,AUTO,378542.7767000726,Net 30,2024-01-04,ACTIVE,"1 Mitchell Tarn
Port Jacob, TAS, 2944","Level 3 19 Robertson Wynd
Port Nicoleshire, TAS, 2911",imccoy@example.org,+61.441.631.664,Robert Giles,2024-06-13 18:07:58.274278,2025-06-08 00:20:14.238301,2025-09-20 14:12:59.089090
821,"Patel, Ball and White",SME,F&B,124491.7730729551,Prepaid,2023-09-02,ACTIVE,"213 Fletcher Line
West Elizabeth, SA, 1717","Suite 599 028 Martin Foreshore
St. Bradleyville, QLD, 0913",lunaclarence@example.net,70003379,Victor Sexton,2024-10-09 21:52:55.582458,2025-01-02 15:18:58.307918,2025-09-20 02:03:59.155128
822,Cannon Group,Enterprise,RETAIL,389633.7170157137,COD,2023-02-26,ACTIVE,"Unit 46 09 Whitaker Firetrail
Jenningston, VIC, 2239","Level 3 03 Mary Upper
Berrymouth, NSW, 2920",charlesmiller@example.net,4742 1206,Kenneth Ware,2024-12-11 09:16:23.846721,2024-11-16 19:13:52.519964,2025-09-20 08:49:20.388747
823,"Peck, Shannon and Mahoney",Enterprise,F&B,158883.46276390462,COD,2023-08-18,ACTIVE,"95 Peter Gully
East Jordan, NSW, 2650","581 Ricky Crest
North Christopher, TAS, 2639",johnsonerin@example.com,+61.460.580.856,Margaret Johnson,2025-03-14 01:37:34.320303,2025-07-14 03:28:07.306109,2025-09-20 16:46:30.501011
824,Anderson Inc,Individual,HEALTH,104424.97585790892,Prepaid,2025-01-20,ACTIVE,"17 Ross Lees
Lake Ryanland, TAS, 2813","462/167 Cynthia Meander
North Willie, NSW, 2624",vjohnson@example.org,0402.891.708,Benjamin Mcconnell MD,2022-12-26 17:15:14.435349,2025-04-09 13:37:24.400519,2025-09-20 04:15:40.323623
